Ordernumber,Saleschannel,Orderdate,Shipdate,Deliverydate,Currencycode,Salesteamid,SalesteamName,Storid,Statename,Statecode,Householdincome,Population,Cityname,Productid,Productname,Orderquantity,DiscountApplied,Unitprice,UnitCost,Revenue,Profit,,
SO - 0006183,In-Store,2020-05-22,2020-06-08,2020-06-16,USD,8,George Lewis,122,Florida,FL,55823,149728,Hollywood,8,Cocktail Glasses,8,7.50%,5983.1,2871.89,3589.86,717.97,,
SO - 0006477,In-Store,2020-06-25,2020-06-27,2020-07-01,USD,1,Adam Hernandez,248,New Mexico,NM,222098,559121,Albuquerque,9,Baseball,6,15%,2572.8,1595.14,2315.52,720.38,,
SO - 0005236,Wholesale,2020-01-31,2020-02-19,2020-02-23,USD,26,Donald Reynolds,193,Indiana,IN,52540,142010,Wayne,9,Baseball,5,20%,4006.6,3285.41,4006.6,721.19,,
SO - 0007189,Online,2020-09-17,2020-09-19,2020-09-21,USD,15,Roger Alexander,328,Texas,TX,90433,249042,Lubbock,10,Blankets,4,20%,2331.6,1142.48,1865.28,722.8,,
SO - 0006163,Online,2020-05-20,2020-05-25,2020-06-03,USD,18,Shawn Wallace,104,Connecticut,CT,50367,147629,Bridgeport (Town),24,Wall Frames,3,40%,1058.6,529.3,1270.32,741.02,,
SO - 0006232,In-Store,2020-05-28,2020-06-10,2020-06-13,USD,11,Joshua Little,176,Illinois,IL,50575,116565,Springfield,16,Stemware,6,10%,3912.8,1604.25,2347.68,743.43,,
SO - 0006718,In-Store,2020-07-22,2020-08-03,2020-08-07,USD,3,Jerry Green,344,Texas,TX,37200,104710,Wichita Falls,4,Serveware,7,20%,917.9,541.56,1285.06,743.5,,
SO - 0006796,Online,2020-07-31,2020-08-20,2020-08-26,USD,19,Nicholas Cunningham,95,Colorado,CO,275795,682545,Denver,39,Floor Lamps,6,15%,5735.2,4416.1,5161.68,745.58,,
SO - 0006672,Online,2020-07-17,2020-07-21,2020-07-23,USD,13,Todd Roberts,204,Louisiana,LA,153140,389617,New Orleans,19,Vanities,2,40%,3939.6,2403.16,3151.68,748.52,,
SO - 0006069,In-Store,2020-05-09,2020-06-01,2020-06-09,USD,3,Jerry Green,331,Texas,TX,47795,144788,Mesquite,14,Mirrors,5,15%,2211,906.51,1658.25,751.74,,
SO - 0005530,Distributor,2020-03-03,2020-03-16,2020-03-19,USD,21,Samuel Fowler,71,California,CA,353287,864816,San Francisco,22,Wine Storage,8,15%,1092.1,556.97,1310.52,753.55,,
SO - 0005139,Online,2020-01-19,2020-01-22,2020-01-31,USD,17,Frank Brown,298,South Carolina,SC,44506,133803,Columbia,6,Computers,8,15%,1132.3,600.12,1358.76,758.64,,
SO - 0005346,Online,2020-02-13,2020-03-08,2020-03-09,USD,16,Anthony Berry,172,Illinois,IL,54255,151772,Proviso,1,Cookware,7,20%,1085.4,759.78,1519.56,759.78,,
SO - 0007177,Wholesale,2020-09-16,2020-10-10,2020-10-14,USD,27,Shawn Torres,236,North Carolina,NC,48425,115933,Wilmington,16,Stemware,4,30%,1058.6,508.13,1270.32,762.19,,
SO - 0006113,In-Store,2020-05-15,2020-05-26,2020-05-29,USD,10,Jonathan Hawkins,220,Minnesota,MN,43634,112225,Rochester,19,Vanities,3,30%,2633.1,1606.19,2369.79,763.6,,
SO - 0005651,Online,2020-03-19,2020-04-14,2020-04-21,USD,20,Anthony Torres,98,Colorado,CO,37157,101350,Highlands Ranch,8,Cocktail Glasses,7,20%,1051.9,704.77,1472.66,767.89,,
SO - 0006854,Distributor,2020-08-08,2020-08-11,2020-08-15,USD,24,Roy Rice,300,South Dakota,SD,65538,171544,Sioux Falls,44,Pillows,6,0.15,2405.3,1395.07,2164.77,769.7,,
SO - 0005558,Wholesale,2020-03-07,2020-03-13,2020-03-16,USD,26,Donald Reynolds,232,North Carolina,NC,78439,201963,Fayetteville,19,Vanities,6,15%,1721.9,774.86,1549.71,774.86,,
SO - 0005348,In-Store,2020-02-14,2020-03-08,2020-03-14,USD,5,Stephen Payne,15,Arizona,AZ,206342,531641,Tucson,28,Phones,7,15%,1192.6,477.04,1252.23,775.19,,
SO - 0005670,Distributor,2020-03-22,2020-04-05,2020-04-07,USD,22,Joe Price,318,Texas,TX,220682,681124,El Paso,25,TV and video,8,10%,3892.7,2335.62,3114.16,778.54,,
SO - 0006005,In-Store,2020-04-30,2020-05-10,2020-05-18,USD,3,Jerry Green,160,Illinois,IL,32297,101296,Hanover,10,Blankets,8,10%,2512.5,1231.13,2010,778.88,,
SO - 0007842,In-Store,2020-11-30,2020-12-20,2020-12-25,USD,11,Joshua Little,48,California,CA,1342761,3971883,Los Angeles,42,Bean Bags,5,30%,1072,825.44,1608,782.56,,
SO - 0006298,Distributor,2020-06-03,2020-06-18,2020-06-26,USD,25,Patrick Graham,356,Virginia,VA,166242,452745,Virginia Beach,38,Wardrobes,8,7.50%,3993.2,1597.28,2395.92,798.64,,
SO - 0005409,In-Store,2020-02-20,2020-03-01,2020-03-04,USD,1,Adam Hernandez,362,Washington,WA,87623,213272,Spokane,40,Rugs,5,30%,1018.4,723.06,1527.6,804.54,,
SO - 0005376,In-Store,2020-02-17,2020-03-04,2020-03-14,USD,1,Adam Hernandez,357,Washington,WA,54216,139820,Bellevue,22,Wine Storage,8,10%,3845.8,2269.02,3076.64,807.62,,
SO - 0006468,In-Store,2020-06-24,2020-06-27,2020-07-02,USD,9,Joshua Ryan,82,California,CA,32835,112011,Temecula,42,Bean Bags,8,10%,3845.8,2269.02,3076.64,807.62,,
SO - 0005347,Online,2020-02-13,2020-03-06,2020-03-16,USD,20,Anthony Torres,66,California,CA,178185,490712,Sacramento,29,Pendants,7,15%,3852.5,3236.1,4045.13,809.03,,
SO - 0007595,In-Store,2020-11-01,2020-11-07,2020-11-09,USD,3,Jerry Green,65,California,CA,46547,130269,Roseville,17,Furniture Cushions,7,20%,1051.9,662.7,1472.66,809.96,,
SO - 0005843,Distributor,2020-04-11,2020-04-27,2020-05-06,USD,21,Samuel Fowler,329,Texas,TX,42225,140269,McAllen,44,Pillows,5,15%,2479,1041.18,1859.25,818.07,,
SO - 0006582,Wholesale,2020-07-07,2020-07-18,2020-07-21,USD,27,Shawn Torres,232,North Carolina,NC,78439,201963,Fayetteville,41,Collectibles,7,15%,1822.4,1093.44,1913.52,820.08,,
SO - 0007584,In-Store,2020-10-31,2020-11-08,2020-11-11,USD,10,Jonathan Hawkins,113,District of Columbia,DC,273390,672228,Washington,24,Wall Frames,5,20%,1788.9,966.01,1788.9,822.89,,
SO - 0007469,Wholesale,2020-10-20,2020-10-30,2020-11-06,USD,26,Donald Reynolds,272,New York,NY,85741,209802,Rochester,8,Cocktail Glasses,5,20%,2425.4,1600.76,2425.4,824.64,,
SO - 0006703,Wholesale,2020-07-20,2020-08-02,2020-08-11,USD,25,Patrick Graham,317,Texas,TX,43745,131044,Denton,42,Bean Bags,8,7.50%,5286.3,2325.97,3171.78,845.81,,
SO - 0004976,Distributor,2020-01-02,2020-01-14,2020-01-21,USD,20,Anthony Torres,328,Texas,TX,90433,249042,Lubbock,22,Wine Storage,8,15%,1675,1155.75,2010,854.25,,
SO - 0005663,Wholesale,2020-03-21,2020-04-14,2020-04-24,USD,28,Carlos Miller,74,California,CA,74757,335400,Santa Ana,46,Sculptures,5,20%,1829.1,969.42,1829.1,859.68,,
SO - 0006830,In-Store,2020-08-04,2020-08-19,2020-08-29,USD,1,Adam Hernandez,271,New York,NY,34566,135257,Ramapo,35,Table Linens,4,40%,1045.2,804.8,1672.32,867.52,,
SO - 0006995,Wholesale,2020-08-25,2020-09-14,2020-09-23,USD,26,Donald Reynolds,257,Nevada,NV,60366,187647,Sunrise Manor,44,Pillows,4,40%,1105.5,895.46,1768.8,873.35,,
SO - 0007754,Online,2020-11-19,2020-12-14,2020-12-19,USD,14,Paul Holmes,113,District of Columbia,DC,273390,672228,Washington,24,Wall Frames,6,15%,3999.9,2719.93,3599.91,879.98,,
SO - 0006835,Online,2020-08-05,2020-08-25,2020-08-28,USD,16,Anthony Berry,48,California,CA,1342761,3971883,Los Angeles,19,Vanities,6,15%,3973.1,2661.98,3575.79,913.81,,
SO - 0006369,In-Store,2020-06-11,2020-06-14,2020-06-23,USD,11,Joshua Little,75,California,CA,43433,126215,Santa Clara,4,Serveware,7,20%,1058.6,561.06,1482.04,920.98,,
SO - 0006370,In-Store,2020-06-11,2020-06-30,2020-07-03,USD,11,Joshua Little,295,Pennsylvania,PA,132468,304391,Pittsburgh,22,Wine Storage,8,15%,1695.1,1101.82,2034.12,932.31,,
SO - 0005169,Online,2020-01-22,2020-01-31,2020-02-09,USD,12,Carl Nguyen,141,Georgia,GA,73917,201793,Augusta,23,Accessories,4,30%,1762.1,1180.61,2114.52,933.91,,
SO - 0007160,Online,2020-09-15,2020-10-05,2020-10-10,USD,20,Anthony Torres,139,Georgia,GA,45389,123912,Athens,45,Home Fragrances,5,20%,3906.1,2968.64,3906.1,937.46,,
SO - 0005343,Distributor,2020-02-13,2020-02-27,2020-03-05,USD,24,Roy Rice,255,Nevada,NV,92283,241445,Reno,28,Phones,2,0.40,2619.7,1152.67,2095.76,943.09,,
SO - 0005704,Distributor,2020-03-27,2020-04-03,2020-04-13,USD,25,Patrick Graham,72,California,CA,314297,1026908,San Jose,20,Bar Tools,8,20%,1165.8,920.98,1865.28,944.3,,
SO - 0005454,In-Store,2020-02-24,2020-03-02,2020-03-08,USD,5,Stephen Payne,80,California,CA,92440,305658,Stockton,16,Stemware,4,40%,1051.9,736.33,1683.04,946.71,,
SO - 0005676,In-Store,2020-03-23,2020-03-25,2020-03-26,USD,7,Shawn Cook,192,Indiana,IN,41596,106185,Wayne,42,Bean Bags,8,20%,1018.4,682.33,1629.44,947.11,,
SO - 0007778,Online,2020-11-22,2020-12-18,2020-12-26,USD,20,Anthony Torres,107,Connecticut,CT,49771,130322,New Haven,43,Festive,4,15%,5266.2,2211.8,3159.72,947.92,,
SO - 0006954,Online,2020-08-20,2020-09-08,2020-09-16,USD,18,Shawn Wallace,18,California,CA,112439,373640,Bakersfield,2,Photo Frames,8,20%,978.2,616.27,1565.12,948.85,,
SO - 0006439,Online,2020-06-21,2020-07-19,2020-07-20,USD,16,Anthony Berry,158,Illinois,IL,35075,112111,Elgin,12,Dining Furniture,8,20%,864.3,432.15,1382.88,950.73,,
SO - 0007770,Wholesale,2020-11-21,2020-12-16,2020-12-22,USD,27,Shawn Torres,47,California,CA,164406,474140,Long Beach,1,Cookware,8,10%,2391.9,956.76,1913.52,956.76,,
SO - 0005184,Online,2020-01-24,2020-02-07,2020-02-17,USD,15,Roger Alexander,131,Florida,FL,56171,166611,Pembroke Pines,36,Clocks,3,30%,3845.8,2499.77,3461.22,961.45,,
SO - 0007497,Online,2020-10-23,2020-11-19,2020-11-20,USD,13,Todd Roberts,107,Connecticut,CT,49771,130322,New Haven,24,Wall Frames,6,15%,4020,2653.2,3618,964.8,,
SO - 0007290,Wholesale,2020-09-28,2020-10-08,2020-10-10,USD,27,Shawn Torres,274,New York,NY,156341,474558,Staten Island,5,Bathroom Furniture,8,7.50%,6070.2,2670.89,3642.12,971.23,,
SO - 0007124,In-Store,2020-09-10,2020-09-23,2020-09-29,USD,8,George Lewis,123,Florida,FL,318575,868031,Jacksonville,25,TV and video,8,10%,3490.7,1815.16,2792.56,977.4,,
SO - 0007057,Distributor,2020-09-02,2020-09-16,2020-09-26,USD,21,Samuel Fowler,261,New York,NY,880727,2636735,Brooklyn,29,Pendants,8,20%,891.1,436.64,1425.76,989.12,,
SO - 0007592,In-Store,2020-11-01,2020-11-07,2020-11-15,USD,5,Stephen Payne,328,Texas,TX,90433,249042,Lubbock,1,Cookware,4,20%,3973.1,2185.21,3178.48,993.28,,
SO - 0005290,Online,2020-02-07,2020-02-24,2020-02-25,USD,13,Todd Roberts,138,Florida,FL,41474,106779,West Palm Beach,14,Mirrors,4,20%,3832.4,2069.5,3065.92,996.42,,
SO - 0007402,In-Store,2020-10-11,2020-11-02,2020-11-04,USD,7,Shawn Cook,280,Ohio,OH,167100,388072,Cleveland,9,Baseball,6,15%,2331.6,1095.85,2098.44,1002.59,,
SO - 0007605,Distributor,2020-11-02,2020-11-29,2020-12-09,USD,21,Samuel Fowler,308,Texas,TX,74769,198645,Amarillo,12,Dining Furniture,8,15%,1835.8,1193.27,2202.96,1009.69,,
SO - 0006879,In-Store,2020-08-11,2020-09-02,2020-09-08,USD,9,Joshua Ryan,210,Massachusetts,MA,68576,184815,Worcester,25,TV and video,6,30%,797.3,422.57,1435.14,1012.57,,
SO - 0005699,In-Store,2020-03-26,2020-04-17,2020-04-26,USD,7,Shawn Cook,293,Pennsylvania,PA,41244,120207,Allentown,1,Cookware,8,7.50%,6371.7,2803.55,3823.02,1019.47,,
SO - 0006227,Online,2020-05-27,2020-06-18,2020-06-24,USD,15,Roger Alexander,5,Arkansas,AR,79902,197992,Little Rock,39,Floor Lamps,7,20%,1159.1,602.73,1622.74,1020.01,,
SO - 0005966,Wholesale,2020-04-26,2020-04-30,2020-05-10,USD,28,Carlos Miller,335,Texas,TX,34776,108821,Pearland,11,Ornaments,5,20%,1795.6,772.11,1795.6,1023.49,,
SO - 0005680,Online,2020-03-24,2020-04-18,2020-04-23,USD,13,Todd Roberts,335,Texas,TX,34776,108821,Pearland,2,Photo Frames,4,30%,1768.8,1096.66,2122.56,1025.9,,
SO - 0005919,Wholesale,2020-04-21,2020-04-28,2020-05-07,USD,28,Carlos Miller,178,Illinois,IL,59425,155286,Wheeling (Township),12,Dining Furniture,8,10%,3999.9,2159.95,3199.92,1039.97,,
SO - 0006607,Online,2020-07-10,2020-07-30,2020-08-08,USD,14,Paul Holmes,362,Washington,WA,87623,213272,Spokane,43,Festive,6,20%,1795.6,1113.27,2154.72,1041.45,,
SO - 0005906,In-Store,2020-04-19,2020-05-13,2020-05-22,USD,8,George Lewis,328,Texas,TX,90433,249042,Lubbock,27,Wreaths,4,30%,2217.7,1618.92,2661.24,1042.32,,
SO - 0005994,In-Store,2020-04-29,2020-05-01,2020-05-02,USD,9,Joshua Ryan,21,California,CA,42791,113453,Carlsbad,11,Ornaments,7,20%,1862.6,1564.58,2607.64,1043.06,,
SO - 0006617,Online,2020-07-11,2020-07-18,2020-07-21,USD,18,Shawn Wallace,130,Florida,FL,37821,107888,Palm Bay,27,Wreaths,3,30%,4013.3,2568.51,3611.97,1043.46,,
SO - 0006657,Online,2020-07-16,2020-08-12,2020-08-15,USD,16,Anthony Berry,231,North Carolina,NC,100513,257636,Durham,46,Sculptures,7,15%,3792.2,2919.99,3981.81,1061.82,,
SO - 0005322,In-Store,2020-02-10,2020-02-23,2020-02-29,USD,9,Joshua Ryan,198,Kansas,KS,150683,389965,Wichita,2,Photo Frames,5,20%,2371.8,1304.49,2371.8,1067.31,,
SO - 0005801,Distributor,2020-04-06,2020-04-10,2020-04-20,USD,22,Joe Price,207,Massachusetts,MA,43801,110402,Cambridge,14,Mirrors,3,30%,3966.4,2498.83,3569.76,1070.93,,
SO - 0005119,Online,2020-01-16,2020-01-27,2020-01-30,USD,12,Carl Nguyen,81,California,CA,55094,151754,Sunnyvale,19,Vanities,8,20%,1105.5,696.47,1768.8,1072.34,,
SO - 0006469,In-Store,2020-06-24,2020-07-18,2020-07-24,USD,6,Joshua Bennett,298,South Carolina,SC,44506,133803,Columbia,15,Outdoor Furniture,6,15%,2237.8,939.88,2014.02,1074.14,,
SO - 0005646,In-Store,2020-03-19,2020-04-12,2020-04-19,USD,12,Carl Nguyen,250,Nevada,NV,43699,124564,Enterprise,5,Bathroom Furniture,7,20%,1085.4,445.01,1519.56,1074.55,,
SO - 0007757,In-Store,2020-11-20,2020-12-18,2020-12-21,USD,11,Joshua Little,195,Kansas,KS,45742,134305,Olathe,29,Pendants,5,20%,5406.9,4325.52,5406.9,1081.38,,
SO - 0007063,Online,2020-09-03,2020-09-26,2020-09-30,USD,18,Shawn Wallace,251,Nevada,NV,104492,285667,Henderson,42,Bean Bags,5,40%,757.1,423.98,1514.2,1090.22,,
SO - 0005543,Distributor,2020-03-05,2020-04-01,2020-04-03,USD,25,Patrick Graham,199,Kentucky,KY,125752,314488,Lexington-Fayette,9,Baseball,6,30%,1038.5,778.88,1869.3,1090.43,,
SO - 0007245,In-Store,2020-09-22,2020-09-25,2020-09-28,USD,9,Joshua Ryan,180,Illinois,IL,47997,125730,York,18,Basketball,6,15%,2546,1196.62,2291.4,1094.78,,
SO - 0006981,Distributor,2020-08-24,2020-09-19,2020-09-20,USD,23,Douglas Tucker,60,California,CA,39378,153266,Pomona,10,Blankets,4,40%,1025.1,543.3,1640.16,1096.86,,
SO - 0005324,Online,2020-02-11,2020-02-24,2020-02-29,USD,14,Paul Holmes,16,California,CA,99670,350742,Anaheim,42,Bean Bags,6,30%,971.5,641.19,1748.7,1107.51,,
SO - 0006196,Distributor,2020-05-24,2020-05-29,2020-06-01,USD,24,Roy Rice,332,Texas,TX,43214,132950,Midland,45,Home Fragrances,3,0.40,1996.6,1277.82,2395.92,1118.1,,
SO - 0006138,Distributor,2020-05-17,2020-05-25,2020-05-27,USD,25,Patrick Graham,284,Oklahoma,OK,37246,106563,Broken Arrow,9,Baseball,3,20%,5902.7,2420.11,3541.62,1121.51,,
SO - 0007399,Distributor,2020-10-10,2020-10-28,2020-11-05,USD,24,Roy Rice,127,Florida,FL,31003,113187,Miami Gardens,24,Wall Frames,7,0.15,2499.1,1499.46,2624.06,1124.6,,
SO - 0006603,Distributor,2020-07-10,2020-07-27,2020-08-02,USD,21,Samuel Fowler,148,Iowa,IA,41100,102582,Davenport,24,Wall Frames,4,20%,3664.9,1795.8,2931.92,1136.12,,
SO - 0006348,In-Store,2020-06-09,2020-06-11,2020-06-19,USD,2,Keith Griffin,186,Indiana,IN,48011,123397,Lawrence (Township),21,Floral,6,15%,3979.8,2427.68,3581.82,1154.14,,
SO - 0006070,Wholesale,2020-05-09,2020-05-28,2020-06-03,USD,25,Patrick Graham,266,New York,NY,738644,1644518,Manhattan,40,Rugs,7,10%,3852.5,1541,2696.75,1155.75,,
SO - 0006459,In-Store,2020-06-23,2020-06-27,2020-07-06,USD,5,Stephen Payne,298,South Carolina,SC,44506,133803,Columbia,34,Bedroom Furniture,4,30%,2003.3,1242.05,2403.96,1161.91,,
SO - 0007115,In-Store,2020-09-08,2020-09-26,2020-10-05,USD,3,Jerry Green,337,Texas,TX,40020,110815,Richardson,45,Home Fragrances,7,15%,3886,2914.5,4080.3,1165.8,,
SO - 0005640,In-Store,2020-03-18,2020-04-04,2020-04-14,USD,2,Keith Griffin,214,Michigan,MI,255740,677116,Detroit,13,Bakeware,4,40%,1125.6,630.34,1800.96,1170.62,,
SO - 0005177,Distributor,2020-01-23,2020-01-27,2020-01-29,USD,22,Joe Price,97,Colorado,CO,33774,100883,Greeley,2,Photo Frames,8,20%,1065.3,532.65,1704.48,1171.83,,
SO - 0006647,Online,2020-07-15,2020-07-30,2020-07-31,USD,17,Frank Brown,134,Florida,FL,39038,100270,Spring Hill,35,Table Linens,5,15%,6170.7,3455.59,4628.03,1172.43,,
SO - 0006889,In-Store,2020-08-12,2020-09-07,2020-09-16,USD,1,Adam Hernandez,186,Indiana,IN,48011,123397,Lawrence (Township),2,Photo Frames,6,15%,2505.8,1077.49,2255.22,1177.73,,
SO - 0007392,In-Store,2020-10-10,2020-10-29,2020-11-08,USD,8,George Lewis,312,Texas,TX,51563,183887,Brownsville,15,Outdoor Furniture,5,40%,964.8,742.9,1929.6,1186.7,,
SO - 0007529,In-Store,2020-10-26,2020-10-31,2020-11-05,USD,12,Carl Nguyen,171,Illinois,IL,43267,104291,Peoria City,27,Wreaths,7,15%,5165.7,4235.87,5423.99,1188.11,,
SO - 0006681,Online,2020-07-18,2020-07-23,2020-07-28,USD,16,Anthony Berry,148,Iowa,IA,41100,102582,Davenport,9,Baseball,5,20%,5942.9,4754.32,5942.9,1188.58,,
SO - 0007118,Distributor,2020-09-08,2020-09-18,2020-09-25,USD,21,Samuel Fowler,233,North Carolina,NC,114080,285342,Greensboro,13,Bakeware,8,20%,1159.1,660.69,1854.56,1193.87,,
SO - 0005354,Online,2020-02-14,2020-02-28,2020-03-08,USD,12,Carl Nguyen,198,Kansas,KS,150683,389965,Wichita,29,Pendants,5,40%,891.1,588.13,1782.2,1194.07,,
SO - 0006415,Distributor,2020-06-18,2020-06-24,2020-06-27,USD,21,Samuel Fowler,85,California,CA,41216,121253,Vallejo,47,Audio,5,20%,4013.3,2809.31,4013.3,1203.99,,
SO - 0005729,Wholesale,2020-03-29,2020-04-08,2020-04-18,USD,26,Donald Reynolds,311,Texas,TX,46193,118129,Beaumont,6,Computers,2,40%,3825.7,1836.34,3060.56,1224.22,,
SO - 0007171,In-Store,2020-09-16,2020-09-25,2020-09-29,USD,10,Jonathan Hawkins,129,Florida,FL,105359,270934,Orlando,28,Phones,4,20%,5621.3,3260.35,4497.04,1236.69,,
SO - 0007337,Distributor,2020-10-04,2020-10-17,2020-10-22,USD,24,Roy Rice,269,New York,NY,98509,298768,Oyster Bay,28,Phones,4,0.30,1882.7,1016.66,2259.24,1242.58,,
SO - 0006523,In-Store,2020-07-01,2020-07-16,2020-07-23,USD,10,Jonathan Hawkins,97,Colorado,CO,33774,100883,Greeley,19,Vanities,7,15%,2512.5,1381.88,2638.13,1256.25,,
SO - 0006580,Distributor,2020-07-07,2020-07-25,2020-08-01,USD,24,Roy Rice,17,California,CA,33718,110542,Antioch,31,Candleholders,4,0.30,2881,2189.56,3457.2,1267.64,,
SO - 0005609,In-Store,2020-03-14,2020-04-11,2020-04-17,USD,10,Jonathan Hawkins,1,Alabama,AL,89972,212461,Birmingham,44,Pillows,8,10%,3966.4,1903.87,3173.12,1269.25,,
SO - 0005249,In-Store,2020-02-02,2020-02-04,2020-02-09,USD,1,Adam Hernandez,9,Arizona,AZ,168914,471825,Mesa,9,Baseball,8,20%,1192.6,632.08,1908.16,1276.08,,
SO - 0006019,Wholesale,2020-05-01,2020-05-05,2020-05-06,USD,26,Donald Reynolds,81,California,CA,55094,151754,Sunnyvale,39,Floor Lamps,4,20%,3879.3,1823.27,3103.44,1280.17,,
SO - 0006478,Distributor,2020-06-26,2020-07-01,2020-07-11,USD,25,Patrick Graham,155,Illinois,IL,50476,116358,Capital,32,Vases,4,40%,1092.1,458.68,1747.36,1288.68,,
SO - 0005379,Distributor,2020-02-17,2020-03-16,2020-03-17,USD,22,Joe Price,333,Texas,TX,39057,118968,Odessa,25,TV and video,8,20%,1340,830.8,2144,1313.2,,
SO - 0006819,In-Store,2020-08-03,2020-08-14,2020-08-15,USD,1,Adam Hernandez,91,Colorado,CO,124031,359407,Aurora,20,Bar Tools,6,20%,1762.1,792.95,2114.52,1321.58,,
SO - 0007150,In-Store,2020-09-13,2020-10-02,2020-10-06,USD,5,Stephen Payne,242,New Jersey,NJ,35198,102701,Edison,12,Dining Furniture,5,40%,864.3,406.22,1728.6,1322.38,,
SO - 0005984,Distributor,2020-04-28,2020-05-15,2020-05-20,USD,24,Roy Rice,77,California,CA,27365,105093,Santa Maria,12,Dining Furniture,7,0.15,2505.8,1303.02,2631.09,1328.07,,
SO - 0007682,Online,2020-11-12,2020-12-03,2020-12-13,USD,12,Carl Nguyen,295,Pennsylvania,PA,132468,304391,Pittsburgh,11,Ornaments,8,15%,1849.2,887.62,2219.04,1331.42,,
SO - 0005208,In-Store,2020-01-27,2020-02-08,2020-02-10,USD,5,Stephen Payne,147,Iowa,IA,53328,130405,Cedar Rapids,8,Cocktail Glasses,8,20%,1728.6,1417.45,2765.76,1348.31,,
SO - 0007348,Wholesale,2020-10-05,2020-10-21,2020-10-29,USD,26,Donald Reynolds,177,Illinois,IL,62380,169468,Thornton (Township),24,Wall Frames,8,15%,1835.8,844.47,2202.96,1358.49,,
SO - 0006395,Distributor,2020-06-15,2020-07-07,2020-07-09,USD,20,Anthony Torres,193,Indiana,IN,52540,142010,Wayne,27,Wreaths,6,15%,5453.8,3544.97,4908.42,1363.45,,
SO - 0005325,In-Store,2020-02-11,2020-02-13,2020-02-20,USD,10,Jonathan Hawkins,136,Florida,FL,74388,189907,Tallahassee,29,Pendants,6,30%,1112.2,633.95,2001.96,1368.01,,
SO - 0006458,Online,2020-06-23,2020-07-17,2020-07-24,USD,16,Anthony Berry,183,Indiana,IN,51271,119943,Evansville,46,Sculptures,7,20%,1889.4,1265.9,2645.16,1379.26,,
SO - 0007780,Wholesale,2020-11-22,2020-12-05,2020-12-08,USD,28,Carlos Miller,114,Florida,FL,40453,106604,Brandon,45,Home Fragrances,6,15%,3966.4,2181.52,3569.76,1388.24,,
SO - 0007370,In-Store,2020-10-08,2020-10-13,2020-10-21,USD,3,Jerry Green,114,Florida,FL,40453,106604,Brandon,34,Bedroom Furniture,5,20%,3859.2,2469.89,3859.2,1389.31,,
SO - 0007510,Online,2020-10-24,2020-11-06,2020-11-10,USD,20,Anthony Torres,18,California,CA,112439,373640,Bakersfield,36,Clocks,3,30%,3035.1,1335.44,2731.59,1396.15,,
SO - 0005567,Online,2020-03-08,2020-03-16,2020-03-21,USD,13,Todd Roberts,76,California,CA,59247,182371,Santa Clarita,18,Basketball,7,30%,1011.7,708.19,2124.57,1416.38,,
SO - 0006859,Online,2020-08-08,2020-08-16,2020-08-21,USD,12,Carl Nguyen,125,Florida,FL,31831,106747,Lehigh Acres,27,Wreaths,8,10%,3872.6,1665.22,3098.08,1432.86,,
SO - 0006555,In-Store,2020-07-04,2020-07-28,2020-07-29,USD,1,Adam Hernandez,208,Massachusetts,MA,38489,110699,Lowell,19,Vanities,4,30%,3939.6,3269.87,4727.52,1457.65,,
SO - 0005932,Distributor,2020-04-23,2020-05-16,2020-05-18,USD,25,Patrick Graham,231,North Carolina,NC,100513,257636,Durham,42,Bean Bags,4,20%,6344.9,3616.59,5075.92,1459.33,,
SO - 0006001,In-Store,2020-04-29,2020-05-03,2020-05-13,USD,2,Keith Griffin,261,New York,NY,880727,2636735,Brooklyn,22,Wine Storage,4,40%,1889.4,1549.31,3023.04,1473.73,,
SO - 0005327,In-Store,2020-02-11,2020-02-15,2020-02-19,USD,2,Keith Griffin,61,California,CA,55240,175236,Rancho Cucamonga,31,Candleholders,8,30%,864.3,596.37,2074.32,1477.95,,
SO - 0005116,Wholesale,2020-01-16,2020-01-21,2020-01-31,USD,28,Carlos Miller,222,Missouri,MO,45024,119108,Columbia,16,Stemware,6,20%,2639.8,1689.47,3167.76,1478.29,,
SO - 0005781,Distributor,2020-04-04,2020-04-12,2020-04-22,USD,21,Samuel Fowler,1,Alabama,AL,89972,212461,Birmingham,29,Pendants,6,20%,2291.4,1260.27,2749.68,1489.41,,
SO - 0005514,Distributor,2020-03-01,2020-03-15,2020-03-23,USD,21,Samuel Fowler,335,Texas,TX,34776,108821,Pearland,40,Rugs,6,20%,3832.4,3104.24,4598.88,1494.64,,
SO - 0005146,Wholesale,2020-01-19,2020-02-06,2020-02-09,USD,28,Carlos Miller,215,Michigan,MI,73026,195097,Grand Rapids,32,Vases,6,40%,971.5,806.35,2331.6,1525.26,,
SO - 0006727,In-Store,2020-07-24,2020-08-01,2020-08-09,USD,3,Jerry Green,130,Florida,FL,37821,107888,Palm Bay,26,Candles,7,15%,3825.7,2486.71,4016.99,1530.28,,
SO - 0006488,Wholesale,2020-06-27,2020-07-11,2020-07-16,USD,26,Donald Reynolds,117,Florida,FL,40571,129485,Coral Springs,26,Candles,7,20%,2304.8,1682.5,3226.72,1544.22,,
SO - 0007000,Online,2020-08-25,2020-08-30,2020-09-02,USD,18,Shawn Wallace,178,Illinois,IL,59425,155286,Wheeling (Township),13,Bakeware,7,20%,2619.7,2121.96,3667.58,1545.62,,
